Object,Close-Approach (CA) Date,CA Distance Nominal (LD | au),CA Distance Minimum (LD | au),V relative (km/s),V infinity (km/s),H (mag),Estimated Diameter,
(2015 XJ55),2015-Nov-25 22:26ξαξξξξ00:02,17.15 | 0.04406,16.96 | 0.04357,22.38,22.38,24.8,29 m -   65 m,bK15X55J
(2015 WV12),2015-Nov-28 08:57ξαξ< 00:01,3.56 | 0.00915,3.56 | 0.00914,8.65,8.62,26.9,11 m -   25 m,bK15W12V
(2015 VG66),2015-Nov-28 22:37ξαξ< 00:01,15.87 | 0.04077,15.81 | 0.04062,18.49,18.49,23.1,64 m -  140 m,bK15V66G
(2015 XH55),2015-Nov-29 02:37ξαξ< 00:01,2.95 | 0.00758,2.94 | 0.00756,7.11,7.07,29.3,3.7 m -  8.2 m,bK15X55H
(2015 XG55),2015-Nov-30 10:08ξαξ< 00:01,4.51 | 0.01158,4.48 | 0.01150,17.67,17.66,27.7,7.7 m -   17 m,bK15X55G
(2015 XV168),2015-Nov-30 22:38ξαξξξξ00:02,8.07 | 0.02073,8.01 | 0.02059,5.03,5,27.4,8.8 m -   20 m,bK15XG8V
(2015 WG),2015-Dec-01 07:03ξαξ< 00:01,18.11 | 0.04655,17.99 | 0.04623,17.01,17,24,42 m -   94 m,bK15W00G
(2015 WZ12),2015-Dec-01 09:33ξαξ< 00:01,8.82 | 0.02267,8.82 | 0.02267,7.89,7.88,26.3,15 m -   33 m,bK15W12Z
(2015 XG352),2015-Dec-01 14:50ξαξ< 00:01,3.84 | 0.00988,3.82 | 0.00982,14.31,14.29,25.5,21 m -   47 m,bK15XZ2G
(2015 XW384),2015-Dec-03 08:42ξαξξξξ06:25,9.30 | 0.02389,9.10 | 0.02337,12.49,12.48,25.8,18 m -   41 m,bK15Xc4W
(2012 XT111),2015-Dec-05 01:17ξαξ< 00:01,6.69 | 0.01719,6.69 | 0.01719,14.52,14.51,25.9,18 m -   39 m,bK12XB1T
(2015 XP169),2015-Dec-05 02:31ξαξ< 00:01,5.02 | 0.01290,5.00 | 0.01284,10.46,10.44,26.1,16 m -   36 m,bK15XG9P
(2015 YA1),2015-Dec-05 13:43ξαξξξξ00:01,12.02 | 0.03089,11.94 | 0.03067,6.55,6.54,24.5,33 m -   75 m,bK15Y01A
(2015 XP),2015-Dec-05 13:44ξαξ< 00:01,1.45 | 0.00372,1.45 | 0.00372,8.14,8.05,25.8,18 m -   41 m,bK15X00P
(2015 XV129),2015-Dec-05 16:28ξαξ< 00:01,9.42 | 0.02420,9.40 | 0.02415,6.95,6.93,26.9,11 m -   25 m,bK15XC9V
(2015 XZ168),2015-Dec-05 17:21ξαξ< 00:01,13.86 | 0.03562,13.82 | 0.03552,12.82,12.81,24.7,31 m -   68 m,bK15XG8Z
(2015 XD169),2015-Dec-06 02:29ξαξ< 00:01,4.06 | 0.01042,4.05 | 0.01041,3.85,3.78,26.9,11 m -   25 m,bK15XG9D
(2015 XY351),2015-Dec-06 06:08ξαξ< 00:01,11.00 | 0.02826,10.87 | 0.02793,7.98,7.97,26.8,12 m -   26 m,bK15XZ1Y
(2015 WA13),2015-Dec-06 15:19ξαξ< 00:01,7.48 | 0.01921,7.48 | 0.01921,4.3,4.26,26.1,16 m -   36 m,bK15W13A
(2015 XB),2015-Dec-06 17:31ξαξ< 00:01,16.96 | 0.04358,16.91 | 0.04346,12.91,12.9,24.1,40 m -   90 m,bK15X00B
(2015 XR378),2015-Dec-06 23:09ξαξ< 00:01,11.22 | 0.02883,11.17 | 0.02870,7.74,7.72,25.1,25 m -   57 m,bK15Xb8R
(2015 WF13),2015-Dec-07 00:50ξαξ< 00:01,10.83 | 0.02782,10.83 | 0.02782,8.88,8.87,23.2,61 m -  140 m,bK15W13F
(2015 XY169),2015-Dec-07 09:41ξαξ< 00:01,14.49 | 0.03724,14.41 | 0.03703,6.28,6.27,25.2,24 m -   54 m,bK15XG9Y
(2015 XS378),2015-Dec-07 14:29ξαξ< 00:01,16.79 | 0.04314,16.73 | 0.04298,9.88,9.87,24.8,29 m -   65 m,bK15Xb8S
(2015 XV261),2015-Dec-08 03:07ξαξ< 00:01,6.79 | 0.01744,6.76 | 0.01737,12.01,12,25.4,22 m -   49 m,bK15XQ1V
(2015 VZ145),2015-Dec-08 08:33ξαξ< 00:01,9.18 | 0.02359,9.18 | 0.02359,7.4,7.38,23.5,53 m -  120 m,bK15VE5Z
(2015 XC),2015-Dec-08 10:20ξαξ< 00:01,3.34 | 0.00859,3.34 | 0.00859,8.16,8.12,25.2,24 m -   54 m,bK15X00C
(2015 XV1),2015-Dec-09 07:24ξαξ< 00:01,6.36 | 0.01633,6.32 | 0.01625,12.04,12.03,26.9,11 m -   25 m,bK15X01V
(2015 XN129),2015-Dec-09 19:26ξαξξξξ00:02,16.62 | 0.04270,16.48 | 0.04235,5.03,5.02,27.9,7.0 m -   16 m,bK15XC9N
(2015 XU169),2015-Dec-10 03:05ξαξ< 00:01,9.52 | 0.02446,9.49 | 0.02439,8.52,8.5,27,11 m -   24 m,bK15XG9U
(2015 XZ1),2015-Dec-10 06:43ξαξ< 00:01,15.66 | 0.04024,15.59 | 0.04006,11.43,11.43,25,27 m -   59 m,bK15X01Z
(2015 YT),2015-Dec-10 07:38ξαξξξξ00:04,5.57 | 0.01431,5.53 | 0.01422,8.32,8.3,25.8,18 m -   41 m,bK15Y00T
(2015 XT378),2015-Dec-10 11:59ξαξ< 00:01,2.25 | 0.00579,2.23 | 0.00574,7.58,7.52,27.9,7.0 m -   16 m,bK15Xb8T
(2016 AJ66),2015-Dec-10 19:15ξαξξξξ00:11,19.10 | 0.04908,18.94 | 0.04867,7.88,7.87,25.3,23 m -   52 m,bK16A66J
(2015 YH),2015-Dec-10 22:39ξαξξξξ00:01,5.03 | 0.01293,4.97 | 0.01277,6.91,6.88,27.9,7.0 m -   16 m,bK15Y00H
(2015 YQ),2015-Dec-11 11:36ξαξξξξ00:02,8.11 | 0.02084,8.03 | 0.02062,17.4,17.4,24.2,38 m -   86 m,bK15Y00Q
33342 (1998 WT24),2015-Dec-11 13:16ξαξ< 00:01,10.89 | 0.02799,10.89 | 0.02799,8.51,8.5,17.9,700 m -  1.6 km,a0033342
(2015 XA169),2015-Dec-12 14:59ξαξ< 00:01,7.41 | 0.01903,7.38 | 0.01895,10.31,10.29,27.4,8.8 m -   20 m,bK15XG9A
(2015 XR169),2015-Dec-13 16:35ξαξ< 00:01,1.32 | 0.00338,1.31 | 0.00337,9.5,9.42,28.7,4.8 m -   11 m,bK15XG9R
(2015 YJ),2015-Dec-13 21:18ξαξξξξ00:02,0.19 | 0.00048,0.18 | 0.00047,16.72,16.38,28.2,6.1 m -   14 m,bK15Y00J
(2015 XX128),2015-Dec-14 00:13ξαξ< 00:01,2.40 | 0.00616,2.40 | 0.00616,3.69,3.57,26,17 m -   38 m,bK15XC8X
(2015 XX169),2015-Dec-14 15:01ξαξ< 00:01,8.41 | 0.02161,8.41 | 0.02160,6.35,6.33,27.5,8.4 m -   19 m,bK15XG9X
(2015 YA),2015-Dec-15 04:49ξαξ< 00:01,1.50 | 0.00385,1.50 | 0.00384,8.78,8.7,27.4,8.8 m -   20 m,bK15Y00A
(2015 XN55),2015-Dec-15 05:33ξαξ< 00:01,2.46 | 0.00632,2.46 | 0.00632,6.22,6.15,27.2,9.7 m -   22 m,bK15X55N
(2015 XY261),2015-Dec-15 13:52ξαξ< 00:01,0.75 | 0.00193,0.75 | 0.00193,11.92,11.81,27.2,9.7 m -   22 m,bK15XQ1Y
(2015 YM1),2015-Dec-15 22:29ξαξ< 00:01,1.94 | 0.00500,1.94 | 0.00499,6.9,6.82,28.4,5.6 m -   12 m,bK15Y01M
(2015 YO10),2015-Dec-16 18:29ξαξξξξ00:31,14.18 | 0.03643,14.10 | 0.03623,1.61,1.57,26.6,13 m -   28 m,bK15Y10O
(2015 XL261),2015-Dec-17 11:58ξαξ< 00:01,9.73 | 0.02499,9.67 | 0.02485,10.5,10.49,25.5,21 m -   47 m,bK15XQ1L
(2015 XX168),2015-Dec-18 06:20ξαξ< 00:01,18.41 | 0.04730,18.30 | 0.04703,10.5,10.5,25.6,20 m -   45 m,bK15XG8X
(2015 MW53),2015-Dec-18 15:37ξαξ< 00:01,17.65 | 0.04536,17.65 | 0.04536,20.03,20.02,21.6,130 m -  280 m,bK15M53W
(2015 XE1),2015-Dec-19 02:56ξαξ< 00:01,13.21 | 0.03396,13.20 | 0.03391,5.09,5.07,25.7,19 m -   43 m,bK15X01E
(2015 XV384),2015-Dec-19 03:16ξαξξξξ01:06,7.04 | 0.01809,6.94 | 0.01784,9.72,9.71,26.4,14 m -   31 m,bK15Xc4V
(2015 XA378),2015-Dec-19 19:16ξαξ< 00:01,10.00 | 0.02570,10.00 | 0.02570,17.2,17.19,25.9,18 m -   39 m,bK15Xb8A
(2015 YQ10),2015-Dec-19 21:25ξαξξξξ00:01,6.38 | 0.01638,6.34 | 0.01629,8.99,8.97,27,11 m -   24 m,bK15Y10Q
(2015 YL),2015-Dec-20 18:33ξαξ< 00:01,19.27 | 0.04952,19.18 | 0.04928,7.06,7.05,25.6,20 m -   45 m,bK15Y00L
(2016 AH9),2015-Dec-20 23:27ξαξξξξ00:01,16.32 | 0.04195,16.08 | 0.04132,13.83,13.83,25,27 m -   59 m,bK16A09H
(2016 AE65),2015-Dec-21 17:56ξαξξξξ00:10,7.45 | 0.01914,7.32 | 0.01881,8.6,8.58,24.7,31 m -   68 m,bK16A65E
(2015 YQ1),2015-Dec-22 02:06ξαξ< 00:01,1.45 | 0.00372,1.45 | 0.00372,12.38,12.32,28,6.7 m -   15 m,bK15Y01Q
(2015 YH1),2015-Dec-22 04:35ξαξ< 00:01,19.31 | 0.04961,19.17 | 0.04925,17.12,17.12,25.2,24 m -   54 m,bK15Y01H
(2015 YE1),2015-Dec-22 11:29ξαξ< 00:01,5.52 | 0.01419,5.51 | 0.01416,10.29,10.28,27.4,8.8 m -   20 m,bK15Y01E
(2015 YC1),2015-Dec-22 12:35ξαξ< 00:01,3.92 | 0.01008,3.91 | 0.01006,8.06,8.03,26.1,16 m -   36 m,bK15Y01C
(2015 YK),2015-Dec-22 14:11ξαξ< 00:01,8.86 | 0.02276,8.85 | 0.02275,3.33,3.29,25.9,18 m -   39 m,bK15Y00K
(2015 XN261),2015-Dec-23 12:37ξαξ< 00:01,2.64 | 0.00678,2.64 | 0.00677,4.95,4.87,26.2,15 m -   34 m,bK15XQ1N
452302 (1995 YR1),2015-Dec-23 18:44ξαξ< 00:01,16.92 | 0.04349,16.92 | 0.04349,30.45,30.45,20.4,220 m -  490 m,a0452302
(2015 XZ378),2015-Dec-23 20:56ξαξξξξ00:14,18.32 | 0.04708,18.25 | 0.04688,1.83,1.8,27.2,9.7 m -   22 m,bK15Xb8Z
(2015 YJ1),2015-Dec-24 00:53ξαξ< 00:01,7.38 | 0.01895,7.33 | 0.01885,6.08,6.06,27.6,8.0 m -   18 m,bK15Y01J
(2015 XX378),2015-Dec-24 01:53ξαξ< 00:01,6.94 | 0.01783,6.93 | 0.01780,15.32,15.31,24.8,29 m -   65 m,bK15Xb8X
(2015 YS),2015-Dec-24 02:23ξαξξξξ00:01,15.01 | 0.03858,14.92 | 0.03833,7.36,7.35,25.8,18 m -   41 m,bK15Y00S
(2011 YD29),2015-Dec-24 18:57ξαξ1_14:23,8.98 | 0.02308,6.77 | 0.01738,6.98,6.96,26.3,15 m -   33 m,bK11Y29D
(2016 AW193),2015-Dec-25 00:44ξαξξξξ00:02,12.54 | 0.03222,12.53 | 0.03219,12.29,12.28,25,27 m -   59 m,bK16AJ3W
(2015 YS9),2015-Dec-25 17:29ξαξ< 00:01,6.43 | 0.01652,6.40 | 0.01645,8.44,8.42,26,17 m -   38 m,bK15Y09S
(2016 AF2),2015-Dec-26 05:42ξαξ< 00:01,2.91 | 0.00748,2.90 | 0.00745,5.93,5.87,27.9,7.0 m -   16 m,bK16A02F
(2015 YV9),2015-Dec-26 15:03ξαξ< 00:01,9.38 | 0.02410,9.35 | 0.02402,7.41,7.4,25.8,18 m -   41 m,bK15Y09V
(2016 AM2),2015-Dec-27 19:38ξαξξξξ00:10,2.21 | 0.00567,2.19 | 0.00564,11.99,11.95,26.9,11 m -   25 m,bK16A02M
(2016 AD65),2015-Dec-27 21:13ξαξξξξ00:03,6.86 | 0.01763,6.79 | 0.01744,8.93,8.91,27,11 m -   24 m,bK16A65D
(2016 AV192),2015-Dec-28 10:18ξαξξξξ00:01,18.89 | 0.04854,18.79 | 0.04827,7.39,7.38,25.7,19 m -   43 m,bK16AJ2V
(2015 XV351),2015-Dec-29 01:12ξαξξξξ00:01,5.36 | 0.01377,5.34 | 0.01373,6.21,6.18,26,17 m -   38 m,bK15XZ1V
(2015 XC352),2015-Dec-30 19:01ξαξ< 00:01,5.18 | 0.01332,5.18 | 0.01332,4.6,4.55,25.7,19 m -   43 m,bK15XZ2C
(2011 YE40),2015-Dec-30 23:06ξαξ1_04:05,11.87 | 0.03051,8.50 | 0.02184,12.7,12.69,25.2,24 m -   54 m,bK11Y40E
(2015 YT1),2015-Dec-31 04:34ξαξξξξ00:02,13.52 | 0.03474,13.31 | 0.03421,6.06,6.04,27,11 m -   24 m,bK15Y01T
(2016 AU193),2015-Dec-31 08:59ξαξξξξ00:01,8.24 | 0.02119,8.09 | 0.02080,21.92,21.92,25.3,23 m -   52 m,bK16AJ3U
(2016 AN66),2015-Dec-31 17:22ξαξξξξ00:06,1.45 | 0.00372,1.44 | 0.00371,5.44,5.31,27.3,9.2 m -   21 m,bK16A66N
(2016 AY64),2016-Jan-01 18:35ξαξ< 00:01,7.24 | 0.01859,7.17 | 0.01843,11.19,11.17,26.3,15 m -   33 m,bK16A64Y
(2016 AV64),2016-Jan-01 18:58ξαξξξξ00:01,4.34 | 0.01114,4.27 | 0.01098,14.65,14.64,27,11 m -   24 m,bK16A64V
(2012 BU61),2016-Jan-02 06:56ξαξ< 00:01,11.93 | 0.03065,11.93 | 0.03065,24,23.99,21.5,130 m -  300 m,bK12B61U
(2016 AE2),2016-Jan-02 22:40ξαξξξξ00:04,12.80 | 0.03289,12.67 | 0.03256,6.19,6.18,26.4,14 m -   31 m,bK16A02E
(2016 AH65),2016-Jan-04 03:59ξαξ< 00:01,8.20 | 0.02107,8.16 | 0.02096,8.76,8.75,25.8,18 m -   41 m,bK16A65H
(2015 YC10),2016-Jan-04 15:20ξαξ< 00:01,10.41 | 0.02674,10.37 | 0.02666,15.61,15.61,24.9,28 m -   62 m,bK15Y10C
(2016 AV164),2016-Jan-04 19:26ξαξ< 00:01,15.05 | 0.03867,15.03 | 0.03861,7.63,7.62,24.9,28 m -   62 m,bK16AG4V
(2016 AX64),2016-Jan-04 23:45ξαξ< 00:01,16.49 | 0.04237,16.42 | 0.04219,15.1,15.1,25.5,21 m -   47 m,bK16A64X
85990 (1999 JV6),2016-Jan-06 01:09ξαξ< 00:01,12.61 | 0.03241,12.61 | 0.03241,9.62,9.61,20.2,240 m -  540 m,a0085990
(2016 AT193),2016-Jan-06 14:39ξαξξξξ00:03,6.59 | 0.01693,6.53 | 0.01678,14.99,14.98,26.6,13 m -   28 m,bK16AJ3T
(2016 AN9),2016-Jan-07 00:55ξαξ< 00:01,7.67 | 0.01970,7.63 | 0.01959,8.73,8.71,26.8,12 m -   26 m,bK16A09N
(2016 BR),2016-Jan-07 16:24ξαξξξξ00:01,13.42 | 0.03449,13.30 | 0.03417,7.74,7.73,25.6,20 m -   45 m,bK16B00R
(2016 AT131),2016-Jan-08 06:52ξαξ< 00:01,7.13 | 0.01832,7.09 | 0.01823,6.15,6.13,27.4,8.8 m -   20 m,bK16AD1T
(2016 AD166),2016-Jan-08 10:31ξαξ< 00:01,13.71 | 0.03522,13.67 | 0.03513,15,15,23.6,51 m -  110 m,bK16AG6D
(2016 AW192),2016-Jan-08 14:06ξαξξξξ00:04,6.45 | 0.01659,6.37 | 0.01638,19.98,19.97,25.3,23 m -   52 m,bK16AJ2W
(2016 AV65),2016-Jan-09 00:17ξαξ< 00:01,19.15 | 0.04920,19.14 | 0.04918,4.9,4.89,25,27 m -   59 m,bK16A65V
(2016 AX164),2016-Jan-09 16:49ξαξ< 00:01,8.70 | 0.02235,8.69 | 0.02232,7.87,7.85,26.2,15 m -   34 m,bK16AG4X
(2016 AC166),2016-Jan-09 23:28ξαξ< 00:01,10.25 | 0.02635,10.15 | 0.02609,19.75,19.74,23.3,58 m -  130 m,bK16AG6C
(2016 AQ164),2016-Jan-10 14:15ξαξ< 00:01,0.27 | 0.00070,0.27 | 0.00069,14.16,13.89,29.8,2.9 m -  6.5 m,bK16AG4Q
(2016 AP131),2016-Jan-11 06:57ξαξ< 00:01,6.16 | 0.01584,6.15 | 0.01579,8.14,8.12,27,11 m -   24 m,bK16AD1P
(2016 AB166),2016-Jan-12 00:30ξαξ< 00:01,3.21 | 0.00826,3.21 | 0.00825,21.73,21.72,24.4,35 m -   78 m,bK16AG6B
(2016 AH164),2016-Jan-12 03:35ξαξ< 00:01,0.07 | 0.00018,0.07 | 0.00018,8.63,6.67,29.7,3.1 m -  6.8 m,bK16AG4H
(2016 BF1),2016-Jan-12 13:56ξαξ< 00:01,4.16 | 0.01068,4.13 | 0.01060,8.21,8.18,25.4,22 m -   49 m,bK16B01F
(2016 BW),2016-Jan-12 20:33ξαξ< 00:01,13.74 | 0.03531,13.61 | 0.03498,9.96,9.95,26.1,16 m -   36 m,bK16B00W
(2016 BV),2016-Jan-13 07:53ξαξ< 00:01,5.00 | 0.01286,4.96 | 0.01274,10.29,10.27,26,17 m -   38 m,bK16B00V
(2016 AN165),2016-Jan-13 14:45ξαξ< 00:01,0.47 | 0.00120,0.47 | 0.00120,10.98,10.78,27.7,7.7 m -   17 m,bK16AG5N
(2016 BB15),2016-Jan-14 11:42ξαξ< 00:01,18.47 | 0.04746,18.35 | 0.04715,8.66,8.65,24.4,35 m -   78 m,bK16B15B
(2016 AN164),2016-Jan-14 14:55ξαξ< 00:01,0.10 | 0.00025,0.10 | 0.00025,13.18,12.34,30.4,2.2 m -  4.9 m,bK16AG4N
(2015 YC2),2016-Jan-15 07:21ξαξ< 00:01,4.93 | 0.01266,4.92 | 0.01264,15.43,15.42,23.3,58 m -  130 m,bK15Y02C
(2016 BS39),2016-Jan-16 11:35ξαξξξξ00:05,10.98 | 0.02822,10.85 | 0.02789,10.52,10.51,26.2,15 m -   34 m,bK16B39S
(2016 BK1),2016-Jan-17 09:55ξαξ< 00:01,8.65 | 0.02222,8.63 | 0.02216,8.43,8.42,24.8,29 m -   65 m,bK16B01K
(2016 CT29),2016-Jan-21 02:43ξαξξξξ00:34,14.91 | 0.03831,14.75 | 0.03790,12.57,12.57,24.6,32 m -   71 m,bK16C29T
(2016 AF166),2016-Jan-21 03:16ξαξ< 00:01,9.25 | 0.02377,9.19 | 0.02362,11.53,11.52,25.4,22 m -   49 m,bK16AG6F
(2016 BY),2016-Jan-21 14:49ξαξ< 00:01,3.33 | 0.00855,3.31 | 0.00851,17.31,17.29,26.1,16 m -   36 m,bK16B00Y
(2016 BY14),2016-Jan-22 03:04ξαξ< 00:01,16.93 | 0.04350,16.81 | 0.04321,32.52,32.52,23.9,44 m -   99 m,bK16B14Y
(2016 CA30),2016-Jan-22 09:14ξαξξξξ00:03,6.74 | 0.01731,6.68 | 0.01716,6.53,6.5,27.5,8.4 m -   19 m,bK16C30A
(2016 BU),2016-Jan-23 19:26ξαξ< 00:01,5.82 | 0.01497,5.80 | 0.01490,6.26,6.23,26.7,12 m -   27 m,bK16B00U
(2016 BN14),2016-Jan-24 05:52ξαξξξξ00:05,5.67 | 0.01458,5.63 | 0.01447,22.41,22.4,26.5,13 m -   30 m,bK16B14N
(2016 BJ15),2016-Jan-25 11:56ξαξ< 00:01,6.34 | 0.01630,6.33 | 0.01627,11.05,11.03,23.3,58 m -  130 m,bK16B15J
(2016 CD136),2016-Jan-26 13:13ξαξξξξ00:01,10.58 | 0.02720,10.42 | 0.02677,11.78,11.77,25.8,18 m -   41 m,bK16CD6D
(2016 CN29),2016-Jan-27 06:57ξαξξξξ00:02,9.22 | 0.02369,9.14 | 0.02349,18.41,18.4,24.3,37 m -   82 m,bK16C29N
(2016 BG15),2016-Jan-28 02:24ξαξξξξ00:02,16.52 | 0.04244,16.43 | 0.04222,8.47,8.46,27,11 m -   24 m,bK16B15G
(2015 VC2),2016-Jan-28 12:59ξαξ< 00:01,5.80 | 0.01491,5.80 | 0.01491,1.16,0.99,27.4,8.8 m -   20 m,bK15V02C
(2016 CH29),2016-Jan-29 15:04ξαξ< 00:01,4.24 | 0.01090,4.22 | 0.01085,15.19,15.18,26.2,15 m -   34 m,bK16C29H
(2016 CJ31),2016-Jan-29 17:32ξαξ< 00:01,2.51 | 0.00645,2.50 | 0.00641,13.29,13.26,27.6,8.0 m -   18 m,bK16C31J
(2016 CN31),2016-Jan-30 03:21ξαξξξξ00:02,1.70 | 0.00437,1.69 | 0.00434,14.15,14.11,27.3,9.2 m -   21 m,bK16C31N
(2016 CL195),2016-Jan-30 12:41ξαξ< 00:01,14.05 | 0.03611,14.04 | 0.03607,17.77,17.77,23.8,46 m -  100 m,bK16CJ5L
(2016 CE31),2016-Jan-31 09:51ξαξ< 00:01,3.73 | 0.00960,3.73 | 0.00958,7.38,7.34,27.6,8.0 m -   18 m,bK16C31E
(2016 BE),2016-Feb-01 00:26ξαξ< 00:01,5.86 | 0.01505,5.86 | 0.01505,9.4,9.38,23.7,48 m -  110 m,bK16B00E
(2016 CL29),2016-Feb-01 06:39ξαξ< 00:01,13.15 | 0.03379,13.11 | 0.03370,13.92,13.91,24.6,32 m -   71 m,bK16C29L
(2016 CD30),2016-Feb-01 06:48ξαξ< 00:01,2.56 | 0.00658,2.55 | 0.00655,10.7,10.66,27.8,7.3 m -   16 m,bK16C30D
(2016 BA15),2016-Feb-01 07:58ξαξ< 00:01,2.87 | 0.00738,2.87 | 0.00737,15.85,15.83,26.8,12 m -   26 m,bK16B15A
(2016 CP246),2016-Feb-01 07:59ξαξ< 00:01,17.02 | 0.04374,16.90 | 0.04342,5.84,5.83,26,17 m -   38 m,bK16CO6P
(2016 CK137),2016-Feb-02 09:42ξαξ< 00:01,3.91 | 0.01006,3.89 | 0.00998,10.15,10.13,27.4,8.8 m -   20 m,bK16CD7K
(2016 BU39),2016-Feb-02 14:37ξαξ< 00:01,17.35 | 0.04458,17.11 | 0.04396,9.73,9.73,26.8,12 m -   26 m,bK16B39U
(2016 CK29),2016-Feb-03 01:45ξαξ< 00:01,15.45 | 0.03970,15.41 | 0.03960,7.4,7.39,25.8,18 m -   41 m,bK16C29K
(2016 CM137),2016-Feb-03 04:26ξαξ< 00:01,11.16 | 0.02869,11.14 | 0.02862,10.83,10.82,25.8,18 m -   41 m,bK16CD7M
(2016 CE),2016-Feb-04 23:27ξαξ< 00:01,1.74 | 0.00448,1.74 | 0.00447,8.19,8.11,28.5,5.3 m -   12 m,bK16C00E
(2016 CZ30),2016-Feb-05 13:05ξαξ< 00:01,6.93 | 0.01781,6.92 | 0.01777,12.21,12.2,25.7,19 m -   43 m,bK16C30Z
(2016 CL137),2016-Feb-05 15:33ξαξξξξ00:01,1.81 | 0.00464,1.80 | 0.00462,21.37,21.34,25.8,18 m -   41 m,bK16CD7L
(2016 BW14),2016-Feb-05 22:26ξαξ< 00:01,19.12 | 0.04912,19.05 | 0.04895,5.84,5.83,25.8,18 m -   41 m,bK16B14W
(2016 CG18),2016-Feb-06 13:30ξαξ< 00:01,0.39 | 0.00101,0.39 | 0.00101,4.88,4.31,28.5,5.3 m -   12 m,bK16C18G
(2016 CE194),2016-Feb-06 23:23ξαξ< 00:01,9.52 | 0.02447,9.50 | 0.02442,9.19,9.18,26.1,16 m -   36 m,bK16CJ4E
(2015 XA379),2016-Feb-07 02:38ξαξ< 00:01,8.12 | 0.02085,8.12 | 0.02085,2.73,2.69,25.3,23 m -   52 m,bK15Xb9A
(2016 BQ),2016-Feb-07 02:52ξαξξξξ00:02,11.10 | 0.02853,11.05 | 0.02840,3.85,3.82,26.8,12 m -   26 m,bK16B00Q
(2016 CA29),2016-Feb-07 05:22ξαξ< 00:01,2.38 | 0.00613,2.38 | 0.00612,6.88,6.82,28.7,4.8 m -   11 m,bK16C29A
(2016 NG33),2016-Feb-07 14:00ξαξ< 00:01,17.64 | 0.04533,17.64 | 0.04532,16.02,16.01,21.5,130 m -  300 m,bK16N33G
(2016 CV137),2016-Feb-07 17:46ξαξ< 00:01,11.09 | 0.02849,10.96 | 0.02815,7.91,7.9,27.2,9.7 m -   22 m,bK16CD7V
(2014 QD364),2016-Feb-07 19:45ξαξξξξ00:23,14.03 | 0.03606,14.02 | 0.03603,2.55,2.52,27.2,9.7 m -   22 m,bK14Qa4D
(2016 CH137),2016-Feb-07 20:39ξαξ< 00:01,2.35 | 0.00603,2.34 | 0.00602,26.37,26.36,25.8,18 m -   41 m,bK16CD7H
